Created	Legal Name	DBA	Partner Branch Number	Status	Status Category	Status Age	Sales Reps	Assigned Users	Existing MID	Current Processor	Partner Name	Email	Email	Contact Email	Updated	Contact	Contact Name	Contact Phone		
3/7/24 4:17 PM	Corridor Endodontics LLC	Corridor Endodontics Marshalltown		Merchant Is Live	Boarding	3/13/24 10:56 AM	Jacob Woodaz, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Jacob Woodaz, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard	556016642200	TSYS		Ashley@corrdiorendo.com		Ashley@corrdiorendo.com	7/16/25 10:59 AM	Ashley Seeman	Ashley Seeman	+16417583140		
2/2/24 11:51 AM	Central AR Fishers of Men Ministries	Central AR Fishers of Men Ministries	1405	Future Follow Up	Not Yet Interested	3/13/24 11:42 AM	Cody Burnell 0827, Lindsay Dugger, HBS Partner 0827, C2FS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Lindsay Dugger, HBS Partner 0827, C2FS Partner 0827			S Jones		dbell@fomntt.com		11/6/24 8:41 AM	Dustin Bell	Dustin Bell			
1/24/24 2:41 PM	Joseph Horgan MD PA	Preventive Cardiology	4601	Merchant Is Live	Boarding	3/13/24 3:17 PM	Cody Burnell 0827, HBS Partner 0827, Tracer CoCard, C2FS Partner 0827, Troy Esentan	Cody Burnell 0827, Christy G Milton - 0827, HBS Partner 0827, Tracer CoCard, C2FS Partner 0827, Troy Esentan	6588000002544898	Clearent	Tara Alvarez	manager@doctordweck.com	manager@doctordweck.com	manager@doctordweck.com	11/6/24 8:41 AM	Jenna Hinely	Jenna Hinely	+19544418471		
3/14/24 11:10 AM	Hwy 5 Auto	Hwy 5 Auto	1201	Merchant Is Live	Boarding	3/14/24 11:11 AM	Cody Burnell 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	820100008433	Mi Camp - FSP	Jordan Carlisle	bkglaze@hotmail.com	bkglaze@hotmail.com	bkglaze@hotmail.com	11/6/24 8:41 AM	Bryan Glaze	Bryan Glaze			
11/14/23 10:59 AM		Bloomfield Farms LLC		Future Follow Up	Not Yet Interested	3/14/24 4:31 PM	Lindsay Dugger, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	Lindsay Dugger, Christy G Milton - 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827					unruh.chad@gmail.com		3/14/24 4:31 PM	Chad Unruh	Chad Unruh	479-841-6290		
7/15/23 8:34 AM	TRUE ALUMINUM INC.	TRUE ALUMINUM INC.	4510	Business Closed	Merchant Cancelled	3/15/24 1:21 AM	Tracer CoCard, Jacob Woodaz, HBS Partner 0827, C2FS Partner 0827	Christy G Milton - 0827, Tracer CoCard, Jacob Woodaz, HBS Partner 0827, C2FS Partner 0827	6588000002387793	Clearent	Shirley Garrett		DEBBIE@TRUE-BUILDERS.COM		3/15/24 1:21 AM					
3/8/24 9:34 AM		Miz Shirley Inc	4018	Went With Competitor	Not Yet Interested	3/18/24 2:06 PM	Cody Burnell 0827, Jacob Woodaz, HBS Partner 0827, Tracer CoCard, C2FS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Jacob Woodaz, HBS Partner 0827, Tracer CoCard, C2FS Partner 0827			Kim Essley		mizshirleyjsd@gmail.com		3/18/24 2:06 PM	Miz Shirley Inc	Miz Shirley Inc			
2/16/24 9:31 AM		Island Womens Health	4007	Merchant Is Live	Boarding	3/19/24 11:01 AM	Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	Cody Burnell 0827, Christy G Milton - 0827, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	820100008664	Mi Camp - FSP	Ingrid Phipps		svward62@gmail.com		11/6/24 8:41 AM	Sharon Ward	Sharon Ward			
3/7/24 2:19 PM		SISTER SEASON FUND INC	4007	Merchant Is Live	Boarding	3/19/24 11:07 AM	Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	Cody Burnell 0827, Christy G Milton - 0827, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	529808620112482	Mi Camp - North	Ingrid Phipps		ahnajulie@gmail.com		11/6/24 8:41 AM	Julie Hanson	Julie Hanson			
2/23/24 2:43 PM		Copper Tap Grille LLC	4230	Future Follow Up	Not Yet Interested	3/22/24 2:06 PM	Tammy Huffaker 0827, Cody Burnell 0827, Tracer CoCard	Tammy Huffaker 0827, Christy G Milton - 0827, Cody Burnell 0827, Tracer CoCard		Clover/m?	Shawn Carr	thuffaker@cocard.net		thuffaker@cocard.net	11/6/24 8:41 AM	James Pigneri	James Pigneri	+18505962871		
3/11/24 7:30 PM		El Jalisco Wewa	4229	Merchant Is Live	Boarding	3/25/24 2:47 PM	Cody Burnell 0827, Tammy Huffaker 0827, C2FS Partner 0827, Tracer CoCard, HBS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Tammy Huffaker 0827, C2FS Partner 0827, Tracer CoCard, HBS Partner 0827	6588000002563492	Clearent	Amy Proctor		barraganemily4@gmail.com		11/6/24 8:41 AM	Emily Barragan	Emily Barragan			
3/20/24 3:30 PM		Kenny Strange Electric	4205	Merchant Is Live	Boarding	3/26/24 3:23 PM	Tammy Huffaker 0827, Cody Burnell 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	Tammy Huffaker 0827, Christy G Milton - 0827, Cody Burnell 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	6588000002572964	Clearent	Mandy Barnes				11/6/24 8:41 AM					
3/27/24 1:12 AM		R AND R OUTDOORS	1001	Merchant Is Live	Boarding	3/27/24 1:12 AM	Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	Tracer CoCard, Christy G Milton - 0827, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	820100008557	Mi Camp - FSP					10/23/24 4:25 PM					
3/21/24 9:46 AM		Langford Tree Service LLC	5006	Merchant Is Live	Boarding	3/27/24 11:05 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Tammy Huffaker 0827	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Tammy Huffaker 0827	6588000002573053	Clearent	Audrey Frost		langfordtree@gmail.com		11/6/24 8:41 AM	Curt Langford	Curt Langford			
3/27/24 12:47 PM		PARADISE ENGINEERING LLC	4005	Brand New	Qualifying	3/27/24 12:47 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			jessica bowles		gail0034@gmail.com		3/27/24 12:47 PM	Gail Lynne Pennington	Gail Lynne Pennington			
3/21/24 7:50 PM		Nancy Phillips	4239	Merchant Is Live	Boarding	3/28/24 11:05 AM	Tammy Huffaker 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	Tammy Huffaker 0827, Christy G Milton - 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	6588000002572543	Clearent	Cindy Davidson				3/28/24 11:05 AM					
3/29/24 9:33 AM		ARUSAW	1201	Merchant Is Live	Boarding	3/29/24 9:34 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827	820100009480	Mi Camp - FSP	n/a		amberwarburton1@outlook.com		11/6/24 8:41 AM	Arkansas Usa Wrestling	Arkansas Usa Wrestling			
3/21/24 4:51 PM		DIVERGENT SPECTRUM INCORPORATED	4239	Buried - Zero Chance For Deal	Dead End	3/30/24 1:46 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Tammy Huffaker 0827	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Tammy Huffaker 0827			Cindy Davidson		dauntless@divergentspectrum.com		3/30/24 1:46 PM	Eric C Burger	Eric C Burger			
3/6/24 11:14 AM		Eldredge Production LLC	1007	Proposal Completed	Deal Status	4/4/24 9:30 AM	Cody Burnell 0827, C2FS Partner 0827, Tracer CoCard, HBS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, C2FS Partner 0827, Tracer CoCard, HBS Partner 0827			Susan Cole		whisperofthemothersky@gmail.com		11/6/24 8:41 AM	Brandi	Brandi			
2/5/24 1:58 PM	Diamond RV Sales	Diamond RV Sales	1009	Difficult To Reach	Not Yet Interested	4/4/24 9:31 AM	Cody Burnell 0827, Tracer CoCard, C2FS Partner 0827, HBS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Tracer CoCard, C2FS Partner 0827, HBS Partner 0827			Jody Havens		victoria.rose93@yahoo.com		11/6/24 8:41 AM	Victoria Sauber	Victoria Sauber			
5/8/23 1:58 PM	NANDE INC.	HWY 5 AUTO SALVAGE	1211	Business Closed	Merchant Cancelled	4/9/24 10:12 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827	924600999132077	Merchant Lynx	Channing Smith		TRAILDUSTER1976@AOL.COM		4/9/24 10:12 AM	MICHAEL SOBBA	MICHAEL SOBBA	501-455-0024		
4/10/24 11:04 AM		AR Scholarship Fund INC DBA Legend 1025	1301	Buried - Zero Chance For Deal	Dead End	4/10/24 1:09 PM	Cody Burnell 0827, Emma Barre, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, Emma Barre, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Tracy Baker		reginald.prunty@yahoo.com		4/10/24 1:09 PM	Ar Scholarship Fund Inc Dba Legend 1025	Ar Scholarship Fund Inc Dba Legend 1025			
2/7/24 4:50 PM	All Fire Services, Inc	All Fire Services	4606	Merchant Is Live	Boarding	4/15/24 11:22 AM	Troy Esentan, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	Troy Esentan, Christy G Milton - 0827, C2FS Partner 0827, HBS Partner 0827, Tracer CoCard	6588000002578847	Clearent	Marvelis Lin		johnathan@allfire.net		11/6/24 8:41 AM	Johnathan Keller	Johnathan Keller			
3/25/24 1:01 PM		Blush Beauty Bar	1510	Went With Competitor	Not Yet Interested	4/17/24 8:25 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Lindsay Dugger	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Lindsay Dugger			Belinda Williams		blushnwa@gmail.com		4/17/24 8:25 AM	Holly Cavenaugh	Holly Cavenaugh			
2/16/24 9:59 AM	Wkoz Enterprises	Wkoz Enterprises	1502	Future Follow Up	Not Yet Interested	4/17/24 8:27 AM	Cody Burnell 0827, Lindsay Dugger	Cody Burnell 0827, Christy G Milton - 0827, Lindsay Dugger			Irick Furnish		wendykozeny@gmail.com		11/6/24 8:41 AM	Wendy Kozeny	Wendy Kozeny			
4/1/24 5:46 PM		NATURE'S SOLUTIONS LLC	1210	Following Up For Decision	Deal Status	4/17/24 9:25 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			julie Wagner		pettyville@yahoo.com		4/17/24 9:25 AM	Danny Petty	Danny Petty			
3/7/24 8:53 AM		Howard Creek Country Mart	1001	Business Closed	Merchant Cancelled	4/17/24 11:33 AM	Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	Christy G Milton - 0827, Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	820100007807	Mi Camp - FSP		kay@portstjoeac.com	kay@portstjoeac.com	kay@portstjoeac.com	11/6/24 8:41 AM	Kay Hinote	Kay Hinote	+18506289880		
3/14/24 10:46 AM		United Associations of Town Apts North	4704	Merchant Is Live	Boarding	4/18/24 10:53 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Jacob Woodaz	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Christy G Milton - 0827, Jacob Woodaz	820100007880	Mi Camp - North	Christina Mayer		accounting@uatancondo.com		11/6/24 8:41 AM	Andrea Shepherd	Andrea Shepherd			
3/5/24 1:44 PM		The Closet Envy Florida LLC	4707	Merchant Is Live	Boarding	4/18/24 11:51 AM	Cody Burnell 0827, Jacob Woodaz, HBS Partner 0827, C2FS Partner 0827	Cody Burnell 0827, Jacob Woodaz, Christy G Milton - 0827, HBS Partner 0827, C2FS Partner 0827	10264	TRX	Dante Pompei		brentrirish@gmail.com		11/6/24 8:41 AM	Robert Brent Irish	Robert Brent Irish			
4/18/24 9:07 AM		Lily of the Valley Deliverance Ministries	4220	Volume Too Low	Dead End	4/19/24 10:16 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Tammy Huffaker 0827	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Tammy Huffaker 0827			Holly Crum		lynnettpowell@gmail.com		4/19/24 10:16 AM	Lynette Powell	Lynette Powell			
4/19/24 3:25 PM		Filmshop LLC	4004	Application Sent To Merchant	Deal Status	4/22/24 9:59 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Tina Geide		filmshop10@gmail.com		4/22/24 9:59 AM	Richard Tenewitz	Richard Tenewitz			
4/17/24 3:24 PM		Elia's Mexican Grill	1010	Application Sent To Merchant	Deal Status	4/22/24 11:08 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Josh Linden		eliasmexicangrill@yahoo.com		4/22/24 11:08 AM	Keith Lawson	Keith Lawson			
4/23/24 9:01 AM		Run For Rhonda	4007	Merchant Is Live	Boarding	4/23/24 9:02 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827	529808620112714	Mi Camp - North	Ingrid Phipps		kristenonderdonk@yahoo.com		11/6/24 8:41 AM	Kristen Onderdonk	Kristen Onderdonk			
4/17/24 2:46 PM		KEYS BOYS, CORP	4001	Proposal Completed	Deal Status	4/23/24 10:43 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Janny Oliva		Cesarsandoval237@gmail.com		11/6/24 8:41 AM	Cesar Adrian Sandoval	Cesar Adrian Sandoval			
4/22/24 10:02 AM		Headwaters Provisions		Submitted Waiting For Approval	Underwriting	4/24/24 9:07 AM	Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827	Christy G Milton - 0827, Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827				mike.tullis@thesource-mj.com	mike.tullis@thesource-mj.com	mike.tullis@thesource-mj.com	11/6/24 8:41 AM	Mike Tullis	Mike Tullis	+15015140528		
4/10/24 9:23 AM		Island Time Watersports Caribbean LLC	4007	Merchant Is Live	Boarding	4/24/24 9:15 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827	10306	TRX	Ingrid Phipps		scott@cruzbaywatersports.com		11/6/24 8:41 AM	Scott Karro	Scott Karro			
4/11/24 7:21 AM		vaca lodge manachment llc	4001	Following Up For Decision	Deal Status	4/24/24 9:39 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Vicmarie Gonzalez		rnjessieca@gmail.com		4/24/24 9:39 AM	Jessica Mcnerney	Jessica Mcnerney			
3/14/24 10:49 AM		EZ Roll Casters	1001	Merchant Is Live	Boarding	4/25/24 9:52 AM	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Lindsay Dugger	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Lindsay Dugger	6588000002580264	Clearent	Mary Grace Brockington		jordanm@ezrollcasters.com		11/6/24 8:41 AM	Jordan Moix	Jordan Moix			
5/30/23 8:01 AM	COLLECTABLE ARMS	COLLECTABLE ARMS	4220	Business Closed	Merchant Cancelled	4/30/24 8:07 AM	Tracer CoCard, Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827	Tracer CoCard, Christy G Milton - 0827, Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827	6588000002339745	Clearent	Pamela Davis		COLLECTABLEARMS@GMAIL.COM		4/30/24 8:07 AM					
12/15/23 12:40 PM	Rickey's Restaurant and Lounge Inc	Rickey's Restaurant & Sports Bar	4606	Buried - Zero Chance For Deal	Dead End	5/1/24 12:52 PM	Troy Esentan, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Troy Esentan, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard			Marvelis Lin	rickeyswings@aol.com		rickeyswings@aol.com	11/6/24 8:41 AM	Karen Harrington	Karen Harrington	+19544450390		
1/30/24 11:03 AM	Coat and Seal Pro's	Coat and Seal Pro's	4612	Buried - No Reason Specified	Dead End	5/1/24 12:53 PM	Cody Burnell 0827, Troy Esentan, HBS Partner 0827, C2FS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Troy Esentan, HBS Partner 0827, C2FS Partner 0827			Susie Perez		oscar@coatandsealpros.com		11/6/24 8:41 AM	Oscar Puig	Oscar Puig			
4/26/24 12:43 PM		ISLAND WOMENS HEALTH	4007	Merchant Is Live	Boarding	5/2/24 11:23 AM	Tracer CoCard, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	Tracer CoCard, Christy G Milton - 0827, Cody Burnell 0827, C2FS Partner 0827, HBS Partner 0827	820100010033	Mi Camp - FSP					10/23/24 4:23 PM					
11/29/23 8:21 AM		MAURADIAN MOTORS LLC	4506	Business Closed	Merchant Cancelled	5/3/24 1:20 AM	Jacob Woodaz, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Jacob Woodaz, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard	6588000002509198	Clearent	Lonnie Gonzalez	Mauradianmotors@gmail.com		Mauradianmotors@gmail.com	5/3/24 1:20 AM	David Mauradian	David Mauradian	813-695-3437		
4/26/24 8:28 AM		AMARILLO AREA BAR ASSOCIATION	2008	Merchant Is Live	Boarding	5/5/24 5:26 AM	Tracer CoCard, C2FS Partner 0827, Cail Brewer 0827, HBS Partner 0827	Tracer CoCard, Christy G Milton - 0827, C2FS Partner 0827, Cail Brewer 0827, HBS Partner 0827	6588000002695146	Clearent					11/6/24 8:41 AM					
1/25/24 2:33 PM	Campo Gallery	Campo Gallery	4616	Buried - No Reason Specified	Dead End	5/7/24 12:21 PM	Cody Burnell 0827, Troy Esentan, C2FS Partner 0827, HBS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Troy Esentan, C2FS Partner 0827, HBS Partner 0827			Marlene Saldana		campogallery@gmail.com		11/6/24 8:41 AM	Tony Campo	Tony Campo			
3/12/24 11:28 AM		Orfelia Tech Industry LLC	4612	Buried - No Reason Specified	Dead End	5/7/24 12:21 PM	Cody Burnell 0827, Troy Esentan	Cody Burnell 0827, Troy Esentan, Christy G Milton - 0827			Susie Perez		willy@h5nmarketing.com		5/7/24 12:21 PM	Wilfredo D Zayas	Wilfredo D Zayas			
2/7/24 11:53 AM	Turkey Creek First Baptist Church	Turkey Creek First Baptist Church	4510	Switched To Local Bank	Merchant Cancelled	5/7/24 12:46 PM	Cody Burnell 0827, Jacob Woodaz	Cody Burnell 0827, Jacob Woodaz, Christy G Milton - 0827			Shirley Garrett		Drdanfrf@gmail.com		11/6/24 8:41 AM	Danny Middlebrooks	Danny Middlebrooks	+18137672082		
3/7/24 12:25 PM		Pinnacle Building Corp	4715	Application Declined	Underwriting	5/7/24 12:47 PM	Cody Burnell 0827, Jacob Woodaz	Cody Burnell 0827, Jacob Woodaz, Christy G Milton - 0827			Lee Anne Drost		cheryl@pinnaclebuildingcorp.com		5/7/24 12:47 PM	Cheryl Conner Pressly	Cheryl Conner Pressly			
11/14/23 9:48 AM	Cherrytop Ventures	Cherry On Top	5001	Merchant Is Live	Boarding	5/7/24 2:53 PM	Tammy Huffaker 0827, Cody Burnell 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	Tammy Huffaker 0827, Christy G Milton - 0827, Cody Burnell 0827, Tracer CoCard, HBS Partner 0827, C2FS Partner 0827	22000784	Shift4	Jennifer Parker	jchendrix@protonmail.com	jchendrix@protonmail.com	jchendrix@protonmail.com	11/6/24 8:41 AM	John Hendrix	John Hendrix	+19803370627		
3/7/24 2:47 PM		Hippie Little, LLC	4212	Merchant Is Live	Boarding	5/7/24 2:54 PM	Cody Burnell 0827, Tammy Huffaker 0827, Tracer CoCard, C2FS Partner 0827	Cody Burnell 0827, Christy G Milton - 0827, Tammy Huffaker 0827, Tracer CoCard, C2FS Partner 0827	22020154	S$	Lynn Burge		jaysenanthonyzea@icloud.com		11/6/24 8:41 AM	Jaysen A Zea	Jaysen A Zea			
5/9/24 3:20 PM		Papizzta		Application Approved	Boarding	5/9/24 3:20 PM	Jacob Woodaz, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Jacob Woodaz, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard	22049781	Shift4		Mari123Cecilia@Hotmail.com		Mari123Cecilia@Hotmail.com	11/6/24 8:41 AM	Maria Anderson	Maria Anderson	+17277868668		
11/28/23 12:13 PM	CTP Credit Advisors Inc	Credit Helpers.net	4614	Business Closed	Merchant Cancelled	5/10/24 11:01 AM	Troy Esentan, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Troy Esentan, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard	50110253377	Pmt Advisors (Maverick)	Vanessa Travieso		josetovar@credithelpers.net		5/10/24 11:01 AM					
4/12/24 9:03 AM		Food Truck	1403	Buried - No Reason Specified	Dead End	5/13/24 5:39 PM	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Bucky Bramlett	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Bucky Bramlett			Misty Housley		sternaenae128@gmail.com		5/13/24 5:39 PM	Renee Pyle	Renee Pyle			
4/24/24 1:19 PM		SHARKYS GOLF CART REPAIR & RENTAL LLC	4014	Buried - No Reason Specified	Dead End	5/13/24 5:39 PM	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Bucky Bramlett	HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Bucky Bramlett			Sandra Camejo Cordova		sharkyskw@yahoo.com		5/13/24 5:39 PM	Meagan Tara Morrison	Meagan Tara Morrison			
5/1/24 10:21 AM		Maggie's Cookies		Buried - No Reason Specified	Dead End	5/13/24 5:40 PM	Bucky Bramlett, C2FS Partner 0827, Tracer CoCard	Bucky Bramlett, C2FS Partner 0827, Christy G Milton - 0827, Tracer CoCard			Suzy Bradley				11/6/24 8:41 AM	Anna McNulty	Anna McNulty			
3/29/24 2:12 PM		EAST COAST BOOTING LLC	4621	Buried - No Reason Specified	Dead End	5/14/24 12:28 PM	Cody Burnell 0827, Troy Esentan, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, Troy Esentan, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			TIFFANY WILLIAMS		chad@eastcoastbooting.com		5/14/24 12:28 PM	Chad Lang	Chad Lang			
5/15/24 12:22 PM		Wilson's Heating & Air	1410	Brand New	Qualifying	5/15/24 12:22 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Lisa Lewis		lrlewis@my100bank.com		5/15/24 12:22 PM	Wendy Brisco	Wendy Brisco			
5/15/24 12:55 PM		SAILS UP INVESTMENTS LLC	4209	Inaccurate Info/Duplicate Entry	Dead End	5/15/24 1:25 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Tammy Huffaker 0827	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Tammy Huffaker 0827			Casey Tucker		tamisellingthecoast@gmail.com		5/15/24 1:25 PM	Tami Michelle Mcdowell	Tami Michelle Mcdowell			
5/14/24 8:04 AM		Del Medlin		Merchant Is Live	Boarding	5/17/24 9:00 AM	Emma Barre, Tracer CoCard, C2FS Partner 0827	Emma Barre, Christy G Milton - 0827, Tracer CoCard, C2FS Partner 0827	6588000002711174	Clearent					11/6/24 8:41 AM					
4/2/24 9:47 AM	Fleas N Tiques	Fleas N Tiques		Merchant Is Live	Boarding	5/17/24 9:54 AM	Emma Barre, Cody Burnell 0827, Joy West 0827, Tracer CoCard	Emma Barre, Christy G Milton - 0827, Cody Burnell 0827, Joy West 0827, Tracer CoCard	924600888000333	Merchant Lynx		damco85@gmail.com	damco85@gmail.com	damco85@gmail.com	11/6/24 8:41 AM	Doug Devore	Doug Devore	+18706160004		
5/15/24 10:25 AM		FLORIDA KEYS CYCLES LLC	4005	Volume Too Low	Dead End	5/17/24 11:16 AM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			jessica bowles		jessefossum@yahoo.com		5/17/24 11:16 AM	Jesse L Fossum	Jesse L Fossum			
4/26/24 8:28 AM		PRECIDENT - AR	1510	Merchant Is Live	Boarding	5/18/24 11:02 AM	Tracer CoCard, HBS Partner 0827, C2FS Partner 0827, Lindsay Dugger	Tracer CoCard, HBS Partner 0827, C2FS Partner 0827, Lindsay Dugger, Christy G Milton - 0827	6588000002693984	Clearent					11/21/24 12:15 PM					
5/13/24 4:09 PM		Commercial Real Estate Council of metro LR	1213	Following Up For Decision	Deal Status	5/20/24 2:46 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827			Geoff Gwinn		susanhillgele@gmail.com		5/20/24 2:46 PM	Susan Gele	Susan Gele			
3/23/24 11:20 AM		El Cuervo Taqueria Express	1507	Merchant Is Live	Boarding	5/21/24 12:16 PM	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Lindsay Dugger	Cody Burnell 0827, HBS Partner 0827, C2FS Partner 0827, Tracer CoCard, Christy G Milton - 0827, Lindsay Dugger	22036861	S 4	Cesar Lopez		jesuslopez@jnjconstructionllc.net		11/6/24 8:41 AM	Jesus Lopez	Jesus Lopez			
4/26/24 8:28 AM		PreciDent - St Pete	1510	Merchant Is Live	Boarding	5/22/24 11:05 AM	Tracer CoCard, C2FS Partner 0827, HBS Partner 0827, Lindsay Dugger	Tracer CoCard, C2FS Partner 0827, HBS Partner 0827, Lindsay Dugger, Christy G Milton - 0827	2698223	Clearent					7/16/25 10:57 AM					
