id,merchant_id,merchant_name,month,processor,branch_id,sales_amount,transactions,net,commission_percent,partner_net,payout_amount,volume,sales,refunds,reject_amount,bank_split,bank_payout,income,expenses,partner_branch_number,status,status_category,expected_processor,created_at,tenant_id,agent_net
10110,10648,BAK Tire Inc Marked Tree,2024-10,TRX,1313,50,,,,59.63,170.37,9023.54,50,,,0.35,59.63,,,,,,,2025-10-29 00:59:27.688521,1,
10111,10516,Brockinton Auto Sales,2024-10,TRX,1110,,,,,-0.62,-1.77,0,,,,0.35,-0.62,,,,,,,2025-10-29 00:59:27.731501,1,
10112,11127,Cabins at Seven Foxes,2024-10,TRX,4606,,,,,-3.28,-9.36,0,,,,0.35,-3.28,,,,,,,2025-10-29 00:59:27.773514,1,
10113,10564,Champ Hinton Used Cars,2024-10,TRX,1001,104,,,,37.19,106.26,32893.67,104,,,0.35,37.19,,,,,,,2025-10-29 00:59:27.81589,1,
10114,10264,Closet Envy,2024-10,TRX,4707,16,,,,54.64,156.11,81428.51,16,,,0.35,54.64,,,,,,,2025-10-29 00:59:27.859165,1,
10115,10611,CNC Parts,2024-10,TRX,1001,,,,,2.56,7.31,0,,,,0.35,2.56,,,,,,,2025-10-29 00:59:27.902646,1,
10116,10410,CS Billing and Processing,2024-10,TRX,4614,,,,,-0.62,-1.77,0,,,,0.35,-0.62,,,,,,,2025-10-29 00:59:27.944818,1,
10117,10843,Diesel Barn LLC,2024-10,TRX,4220,,,,,2.53,7.23,0,,,,0.35,2.53,,,,,,,2025-10-29 00:59:27.987044,1,
10118,11111,Dillard - N - Son Construction,2024-10,TRX,1110,1,,,,10.76,30.74,5096,1,,,0.35,10.76,,,,,,,2025-10-29 00:59:28.030469,1,
10119,10397,FACES,2024-10,TRX,1001,104,,,,23.2,66.3,19145.08,104,,,0.35,23.2,,,,,,,2025-10-29 00:59:28.072832,1,
10120,10680,FrankBurg Vintage,2024-10,TRX,4018,,,,,4.14,11.83,0,,,,0.35,4.14,,,,,,,2025-10-29 00:59:28.11497,1,
10121,10821,Inspection Consultant Group,2024-10,TRX,2004,,,,,3.58,10.23,0,,,,0.35,3.58,,,,,,,2025-10-29 00:59:28.157077,1,
10122,10812,JoJo's Catfish Wharf,2024-10,TRX,1117,1558,,,,182.27,520.78,78790.55,1558,,,0.35,182.27,,,,,,,2025-10-29 00:59:28.198459,1,
10123,10650,JONES IRRIGATION INSTALLATION & REPAIR,2024-10,TRX,1313,4,,,,13.43,38.38,1912.61,4,,,0.35,13.43,,,,,,,2025-10-29 00:59:28.24076,1,
10124,10943,Prana Spa,2024-10,TRX,4007,,,,,0,0,0,,,,0.35,0,,,,,,,2025-10-29 00:59:28.283323,1,
10125,9889,Real Deal Auto Plus LLC,2024-10,TRX,1313,,,,,2.18,6.23,0,,,,0.35,2.18,,,,,,,2025-10-29 00:59:28.325611,1,
10126,10306,RED Hospitality Transportation,2024-10,TRX,4007,,,,,-3.07,-8.77,0,,,,0.35,-3.07,,,,,,,2025-10-29 00:59:28.367853,1,
10127,10748,Sallie,2024-10,TRX,5005,36,,,,11.34,32.4,5098.06,36,,,0.35,11.34,,,,,,,2025-10-29 00:59:28.410298,1,
10128,10644,"Wood-Chuck Workshop, Inc.",2024-10,TRX,4107,,,,,2.18,6.23,0,,,,0.35,2.18,,,,,,,2025-10-29 00:59:28.453356,1,
10129,10645,"Woodchip Marine Lumber & Supplies, Inc.",2024-10,TRX,4107,,,,,2.18,6.23,0,,,,0.35,2.18,,,,,,,2025-10-29 00:59:28.496123,1,
10130,10801,"Apalachee Backhoe & Septic, LLC",2024-11,TRX,4227,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:28.537448,1,
10131,10647,BAK Tire Inc Leachville,2024-11,TRX,1313,2,,,,9.28,26.51,928.11,2,,,35,9.28,,,,,,,2025-10-29 00:59:28.579725,1,
10132,10648,BAK Tire Inc Marked Tree,2024-11,TRX,1313,44,,,,26.35,75.3,4040.92,44,,,35,26.35,,,,,,,2025-10-29 00:59:28.621996,1,
10133,11261,Bill's Automotive Repair,2024-11,TRX,1001,0,,,,3.93,11.23,0,0,,,35,3.93,,,,,,,2025-10-29 00:59:28.665245,1,
10134,10516,Brockinton Auto Sales,2024-11,TRX,1110,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:28.707762,1,
10135,11127,Cabins at Seven Foxes,2024-11,TRX,4606,2,,,,5.54,15.84,1093.46,2,,,35,5.54,,,,,,,2025-10-29 00:59:28.750803,1,
10136,10564,Champ Hinton Used Cars,2024-11,TRX,1001,83,,,,31.93,91.22,27916.12,83,,,35,31.93,,,,,,,2025-10-29 00:59:28.795365,1,
10137,10264,Closet Envy,2024-11,TRX,4707,8,,,,26.52,75.78,33855.8,8,,,35,26.52,,,,,,,2025-10-29 00:59:28.838177,1,
10138,10410,CS Billing and Processing,2024-11,TRX,4614,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:28.882366,1,
10139,10843,Diesel Barn LLC,2024-11,TRX,4220,0,,,,2.53,7.23,0,0,,,35,2.53,,,,,,,2025-10-29 00:59:28.925608,1,
10140,11111,Dillard - N - Son Construction,2024-11,TRX,1110,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:28.968144,1,
10141,11288,Elite Auto Group,2024-11,TRX,1112,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:29.010861,1,
10142,10397,FACES,2024-11,TRX,1001,99,,,,22.98,65.66,17704.1,99,,,35,22.98,,,,,,,2025-10-29 00:59:29.053127,1,
10143,11208,FL Comm Fishermens Assoc,2024-11,TRX,4004,3,,,,-9.8,-27.99,1093,3,,,35,-9.8,,,,,,,2025-10-29 00:59:29.096209,1,
10144,10680,FrankBurg Vintage,2024-11,TRX,4018,0,,,,4.14,11.83,0,0,,,35,4.14,,,,,,,2025-10-29 00:59:29.138495,1,
10145,11263,Hydes Rescreening INC.,2024-11,TRX,4605,4,,,,3.45,9.86,2315,4,,,35,3.45,,,,,,,2025-10-29 00:59:29.181049,1,
10146,10821,Inspection Consultant Group,2024-11,TRX,2004,0,,,,-10.42,-29.77,0,0,,,35,-10.42,,,,,,,2025-10-29 00:59:29.222462,1,
10147,10812,JoJo's Catfish Wharf,2024-11,TRX,1117,1824,,,,206.6,590.28,91886.6,1824,,,35,206.6,,,,,,,2025-10-29 00:59:29.265097,1,
10148,10650,JONES IRRIGATION INSTALLATION & REPAIR,2024-11,TRX,1313,4,,,,8.94,25.53,2601.21,4,,,35,8.94,,,,,,,2025-10-29 00:59:29.307298,1,
10149,10943,Prana Spa,2024-11,TRX,4007,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:29.350137,1,
10150,11240,Providence Cattle Company,2024-11,TRX,4705,0,,,,9.25,26.43,0,0,,,35,9.25,,,,,,,2025-10-29 00:59:29.392738,1,
10151,9889,Real Deal Auto Plus LLC,2024-11,TRX,1313,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:29.434803,1,
10152,10306,RED Hospitality Transportation,2024-11,TRX,4007,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:29.477369,1,
10153,10748,Sallie,2024-11,TRX,5005,51,,,,11.09,31.68,7355.03,51,,,35,11.09,,,,,,,2025-10-29 00:59:29.522147,1,
10154,11209,Superior Success,2024-11,TRX,1214,7,,,,34.8,99.44,14352.78,7,,,35,34.8,,,,,,,2025-10-29 00:59:29.564703,1,
10155,11227,True Timeshare Realty LLC,2024-11,TRX,4508,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:29.606954,1,
10156,10644,"Wood-Chuck Workshop, Inc.",2024-11,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:29.649517,1,
10157,10645,"Woodchip Marine Lumber & Supplies, Inc.",2024-11,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:29.692114,1,
10158,10801,"Apalachee Backhoe & Septic, LLC",2024-12,TRX,4227,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:29.734893,1,
10159,10647,BAK Tire Inc Leachville,2024-12,TRX,1313,4,,,,12.33,35.22,1381.43,4,,,35,12.33,,,,,,,2025-10-29 00:59:29.777587,1,
10160,10648,BAK Tire Inc Marked Tree,2024-12,TRX,1313,25,,,,22.7,64.86,3607.84,25,,,35,22.7,,,,,,,2025-10-29 00:59:29.820341,1,
10161,11261,Bill's Automotive Repair,2024-12,TRX,1001,6,,,,9.99,28.53,1382.56,6,,,35,9.99,,,,,,,2025-10-29 00:59:29.863365,1,
10162,10516,Brockinton Auto Sales,2024-12,TRX,1110,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:29.905693,1,
10163,11127,Cabins at Seven Foxes,2024-12,TRX,4606,2,,,,8.71,24.88,3475.69,2,,,35,8.71,,,,,,,2025-10-29 00:59:29.948486,1,
10164,10564,Champ Hinton Used Cars,2024-12,TRX,1001,80,,,,33.15,94.71,29365.09,80,,,35,33.15,,,,,,,2025-10-29 00:59:29.992387,1,
10165,10264,Closet Envy,2024-12,TRX,4707,18,,,,63.16,180.45,83998.41,18,,,35,63.16,,,,,,,2025-10-29 00:59:30.034809,1,
10166,10410,CS Billing and Processing,2024-12,TRX,4614,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:30.07705,1,
10167,10843,Diesel Barn LLC,2024-12,TRX,4220,0,,,,2.53,7.23,0,0,,,35,2.53,,,,,,,2025-10-29 00:59:30.120136,1,
10168,11111,Dillard - N - Son Construction,2024-12,TRX,1110,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:30.162944,1,
10169,11288,Elite Auto Group,2024-12,TRX,1112,2,,,,5.59,15.98,312,2,,,35,5.59,,,,,,,2025-10-29 00:59:30.205469,1,
10170,10397,FACES,2024-12,TRX,1001,80,,,,21.83,62.38,18288.48,80,,,35,21.83,,,,,,,2025-10-29 00:59:30.247543,1,
10171,11208,FL Comm Fishermens Assoc,2024-12,TRX,4004,4,,,,0.28,0.8,454.35,4,,,35,0.28,,,,,,,2025-10-29 00:59:30.289766,1,
10172,10680,FrankBurg Vintage,2024-12,TRX,4018,0,,,,4.14,11.83,0,0,,,35,4.14,,,,,,,2025-10-29 00:59:30.332339,1,
10173,11306,"Grinder Law Firm, P.A.",2024-12,TRX,1010,0,,,,6.38,18.23,0,0,,,35,6.38,,,,,,,2025-10-29 00:59:30.374556,1,
10174,11263,Hydes Rescreening INC.,2024-12,TRX,4605,45,,,,48.16,137.59,48813,45,,,35,48.16,,,,,,,2025-10-29 00:59:30.417002,1,
10175,11434,Jims Auto Machine Shop,2024-12,TRX,2004,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:30.459038,1,
10176,10812,JoJo's Catfish Wharf,2024-12,TRX,1117,1001,,,,117.26,335.03,51985.44,1001,,,35,117.26,,,,,,,2025-10-29 00:59:30.501375,1,
10177,10650,JONES IRRIGATION INSTALLATION & REPAIR,2024-12,TRX,1313,3,,,,5.71,16.3,752.8,3,,,35,5.71,,,,,,,2025-10-29 00:59:30.544317,1,
10178,10943,Prana Spa,2024-12,TRX,4007,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:30.60256,1,
10179,11240,Providence Cattle Company,2024-12,TRX,4705,0,,,,9.25,26.43,0,0,,,35,9.25,,,,,,,2025-10-29 00:59:30.644996,1,
10180,9889,Real Deal Auto Plus LLC,2024-12,TRX,1313,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:30.686979,1,
10181,10306,RED Hospitality Transportation,2024-12,TRX,4007,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:30.729651,1,
10182,10748,Sallie,2024-12,TRX,5005,84,,,,15.24,43.54,10549.19,84,,,35,15.24,,,,,,,2025-10-29 00:59:30.772271,1,
10183,11209,Superior Success,2024-12,TRX,1214,0,,,,3.58,10.22,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:30.814679,1,
10184,11227,True Timeshare Realty LLC,2024-12,TRX,4508,1,,,,1.88,5.38,1399,1,,,35,1.88,,,,,,,2025-10-29 00:59:30.857137,1,
10185,10644,"Wood-Chuck Workshop, Inc.",2024-12,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:30.900448,1,
10186,10645,"Woodchip Marine Lumber & Supplies, Inc.",2024-12,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:30.943087,1,
10187,10801,"Apalachee Backhoe & Septic, LLC",2025-01,TRX,4227,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:30.986709,1,
10188,10647,BAK Tire Inc Leachville,2025-01,TRX,1313,4,,,,12.33,35.22,1381.43,4,,,35,12.33,,,,,,,2025-10-29 00:59:31.030625,1,
10189,10648,BAK Tire Inc Marked Tree,2025-01,TRX,1313,25,,,,22.7,64.86,3607.84,25,,,35,22.7,,,,,,,2025-10-29 00:59:31.073374,1,
10190,11261,Bill's Automotive Repair,2025-01,TRX,1001,6,,,,9.99,28.53,1382.56,6,,,35,9.99,,,,,,,2025-10-29 00:59:31.115432,1,
10191,10516,Brockinton Auto Sales,2025-01,TRX,1110,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:31.157579,1,
10192,11127,Cabins at Seven Foxes,2025-01,TRX,4606,2,,,,8.71,24.88,3475.69,2,,,35,8.71,,,,,,,2025-10-29 00:59:31.200172,1,
10193,10564,Champ Hinton Used Cars,2025-01,TRX,1001,80,,,,33.15,94.71,29365.09,80,,,35,33.15,,,,,,,2025-10-29 00:59:31.244979,1,
10194,10264,Closet Envy,2025-01,TRX,4707,18,,,,63.16,180.45,83998.41,18,,,35,63.16,,,,,,,2025-10-29 00:59:31.287403,1,
10195,10410,CS Billing and Processing,2025-01,TRX,4614,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:31.330016,1,
10196,10843,Diesel Barn LLC,2025-01,TRX,4220,0,,,,2.53,7.23,0,0,,,35,2.53,,,,,,,2025-10-29 00:59:31.371445,1,
10197,11111,Dillard - N - Son Construction,2025-01,TRX,1110,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:31.414582,1,
10198,11288,Elite Auto Group,2025-01,TRX,1112,2,,,,5.59,15.98,312,2,,,35,5.59,,,,,,,2025-10-29 00:59:31.457114,1,
10199,10397,FACES,2025-01,TRX,1001,80,,,,21.83,62.38,18288.48,80,,,35,21.83,,,,,,,2025-10-29 00:59:31.499879,1,
10200,11208,FL Comm Fishermens Assoc,2025-01,TRX,4004,4,,,,0.28,0.8,454.35,4,,,35,0.28,,,,,,,2025-10-29 00:59:31.541626,1,
10201,10680,FrankBurg Vintage,2025-01,TRX,4018,0,,,,4.14,11.83,0,0,,,35,4.14,,,,,,,2025-10-29 00:59:31.591283,1,
10202,11306,"Grinder Law Firm, P.A.",2025-01,TRX,1010,0,,,,6.38,18.23,0,0,,,35,6.38,,,,,,,2025-10-29 00:59:31.637373,1,
10203,11263,Hydes Rescreening INC.,2025-01,TRX,4605,45,,,,48.16,137.59,48813,45,,,35,48.16,,,,,,,2025-10-29 00:59:31.682569,1,
10204,11434,Jims Auto Machine Shop,2025-01,TRX,2004,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:31.724956,1,
10205,10812,JoJo's Catfish Wharf,2025-01,TRX,1117,1001,,,,117.26,335.03,51985.44,1001,,,35,117.26,,,,,,,2025-10-29 00:59:31.766519,1,
10206,10650,JONES IRRIGATION INSTALLATION & REPAIR,2025-01,TRX,1313,3,,,,5.71,16.3,752.8,3,,,35,5.71,,,,,,,2025-10-29 00:59:31.808988,1,
10207,10943,Prana Spa,2025-01,TRX,4007,0,,,,3.58,10.23,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:31.852317,1,
10208,11240,Providence Cattle Company,2025-01,TRX,4705,0,,,,9.25,26.43,0,0,,,35,9.25,,,,,,,2025-10-29 00:59:31.895066,1,
10209,9889,Real Deal Auto Plus LLC,2025-01,TRX,1313,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:31.937898,1,
10210,10306,RED Hospitality Transportation,2025-01,TRX,4007,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:31.98038,1,
10211,10748,Sallie,2025-01,TRX,5005,84,,,,15.24,43.54,10549.19,84,,,35,15.24,,,,,,,2025-10-29 00:59:32.022428,1,
10212,11209,Superior Success,2025-01,TRX,1214,0,,,,3.58,10.22,0,0,,,35,3.58,,,,,,,2025-10-29 00:59:32.065922,1,
10213,11227,True Timeshare Realty LLC,2025-01,TRX,4508,1,,,,1.88,5.38,1399,1,,,35,1.88,,,,,,,2025-10-29 00:59:32.109005,1,
10214,10644,"Wood-Chuck Workshop, Inc.",2025-01,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:32.151818,1,
10215,10645,"Woodchip Marine Lumber & Supplies, Inc.",2025-01,TRX,4107,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:32.195923,1,
10216,11500,"Allied Compliance Services, Inc. - Hurst",2025-02,TRX,1001,34,,,,6.71,19.18,1924,34,,,35,6.71,,,,,,,2025-10-29 00:59:32.238872,1,
10217,11499,"Allied Compliance Services, Inc. - Lubbock (January Carry over)",2025-02,TRX,1001,1582,,,,5.69,16,7,1582,,,35,5.69,,,,,,,2025-10-29 00:59:32.281414,1,
10218,10801,"Apalachee Backhoe & Septic, LLC",2025-02,TRX,4227,0,,,,-3.07,-8.77,0,0,,,35,-3.07,,,,,,,2025-10-29 00:59:32.323643,1,
10219,11520,Ashford Park Property Owners Association,2025-02,TRX,5004,41,,,,16.02,45.76,11000,41,,,35,16.02,,,,,,,2025-10-29 00:59:32.366328,1,
10220,10647,BAK Tire Inc Leachville,2025-02,TRX,1313,1,,,,4.13,11.8,87.42,1,,,35,4.13,,,,,,,2025-10-29 00:59:32.408822,1,
10221,10648,BAK Tire Inc Marked Tree,2025-02,TRX,1313,25,,,,27.72,79.2,5251.85,25,,,35,27.72,,,,,,,2025-10-29 00:59:32.451674,1,
10222,11261,Bill's Automotive Repair,2025-02,TRX,1001,4,,,,9.31,26.61,823.56,4,,,35,9.31,,,,,,,2025-10-29 00:59:32.49399,1,
10223,11640,Bizav Support LLC,2025-02,TRX,4604,20,,,,239.44,684.11,263457,20,,,35,239.44,,,,,,,2025-10-29 00:59:32.536325,1,
10224,10516,Brockinton Auto Sales,2025-02,TRX,1110,0,,,,-0.62,-1.77,0,0,,,35,-0.62,,,,,,,2025-10-29 00:59:32.578547,1,
10225,11127,Cabins at Seven Foxes,2025-02,TRX,4606,3,,,,12.86,36.74,6522.37,3,,,35,12.86,,,,,,,2025-10-29 00:59:32.621384,1,
10226,11735,Centennial Bank,2025-02,TRX,1001,3,,,,-63.24,-180.69,9000,3,,,35,-63.24,,,,,,,2025-10-29 00:59:32.664182,1,
10227,10564,Champ Hinton Used Cars,2025-02,TRX,1001,58,,,,23.89,68.25,19954.56,58,,,35,23.89,,,,,,,2025-10-29 00:59:32.708821,1,
10228,11736,"Chef Blends, Inc.",2025-02,TRX,4403,2,,,,4.76,13.61,1950,2,,,35,4.76,,,,,,,2025-10-29 00:59:32.751887,1,
10229,10264,Closet Envy,2025-02,TRX,4707,27,,,,85.23,243.5,129893.89,27,,,35,85.23,,,,,,,2025-10-29 00:59:32.7946,1,
10230,10843,Diesel Barn LLC,2025-02,TRX,4220,0,,,,2.53,7.23,0,0,,,35,2.53,,,,,,,2025-10-29 00:59:32.836619,1,
10231,11288,Elite Auto Group,2025-02,TRX,1112,30,,,,658.62,1881.78,85786.28,30,,,35,658.62,,,,,,,2025-10-29 00:59:32.879004,1,
10232,11752,Encore at Lewis Ranch - Escrow,2025-02,TRX,1001,0,,,,2.18,6.23,0,0,,,35,2.18,,,,,,,2025-10-29 00:59:32.921409,1,
